iter	Passed	Remaining
686	2416	1101
687	2420	1097
688	2424	1094
689	2431	1092
690	2435	1089
691	2438	1085
692	2442	1081
693	2445	1078
694	2448	1074
695	2452	1071
696	2455	1067
697	2458	1063
698	2461	1060
699	2465	1056
700	2468	1052
701	2472	1049
702	2475	1045
703	2479	1042
704	2482	1038
705	2485	1035
706	2489	1031
707	2492	1028
708	2497	1024
709	2501	1021
710	2504	1018
711	2508	1014
712	2511	1011
713	2516	1008
714	2520	1004
715	2523	1001
716	2527	997
717	2530	993
718	2533	990
719	2537	986
720	2541	983
721	2544	979
722	2548	976
723	2552	972
724	2556	969
725	2559	966
726	2562	962
727	2566	958
728	2569	955
729	2573	951
730	2576	948
731	2579	944
732	2583	940
733	2587	937
734	2590	933
735	2593	930
736	2597	926
737	2600	923
738	2604	919
739	2607	916
740	2610	912
741	2614	908
742	2617	905
743	2620	901
744	2624	898
745	2628	894
746	2631	891
747	2634	887
748	2639	884
749	2642	880
750	2646	877
751	2650	874
752	2653	870
753	2657	867
754	2660	863
755	2664	859
756	2667	856
757	2670	852
758	2674	849
759	2678	845
760	2682	842
761	2686	838
762	2689	835
763	2693	832
764	2697	828
765	2702	825
766	2706	822
767	2709	818
768	2713	815
769	2716	811
770	2719	807
771	2723	804
772	2726	800
773	2730	797
774	2733	793
775	2736	789
776	2740	786
777	2745	783
778	2748	779
779	2753	776
780	2757	773
781	2760	769
782	2763	765
783	2767	762
784	2770	758
785	2774	755
786	2777	751
787	2780	748
788	2784	744
789	2788	741
790	2792	737
791	2796	734
792	2799	730
793	2802	727
794	2806	723
795	2810	720
796	2813	716
797	2816	713
798	2820	709
799	2823	705
800	2826	702
801	2830	698
802	2833	695
803	2836	691
804	2840	687
805	2843	684
806	2846	680
807	2850	677
808	2854	673
809	2857	670
810	2860	666
811	2864	663
812	2867	659
813	2870	655
814	2873	652
815	2876	648
816	2879	645
817	2883	641
818	2887	638
819	2890	634
820	2894	630
821	2897	627
822	2901	623
823	2904	620
824	2908	616
825	2911	613
826	2915	609
827	2919	606
828	2922	602
829	2925	599
830	2929	595
831	2933	592
832	2937	588
833	2941	585
834	2945	582
835	2949	578
836	2953	575
837	2957	571
838	2959	568
839	2963	564
840	2967	561
841	2971	557
842	2974	553
843	2977	550
844	2981	546
845	2984	543
846	2987	539
847	2991	536
848	2994	532
849	2997	529
850	3001	525
851	3004	521
852	3008	518
853	3011	514
854	3014	511
855	3018	507
856	3021	504
857	3024	500
858	3028	497
859	3031	493
860	3035	489
861	3038	486
862	3042	482
863	3045	479
864	3048	475
865	3052	472
866	3055	468
867	3059	465
868	3062	461
869	3065	458
870	3069	454
871	3072	451
872	3075	447
873	3079	443
874	3082	440
875	3085	436
876	3088	433
877	3092	429
878	3096	426
879	3099	422
880	3102	419
881	3106	415
882	3109	412
883	3112	408
884	3116	404
885	3119	401
886	3123	397
887	3126	394
888	3129	390
889	3133	387
890	3137	383
891	3140	380
892	3144	376
893	3147	373
894	3150	369
895	3154	366
896	3157	362
897	3162	359
898	3165	355
899	3168	352
900	3172	348
901	3176	345
902	3180	341
903	3184	338
904	3188	334
905	3191	331
906	3195	327
907	3199	324
908	3203	320
909	3207	317
910	3210	313
911	3214	310
912	3217	306
913	3220	303
914	3223	299
915	3227	295
916	3231	292
917	3234	288
918	3238	285
919	3241	281
920	3244	278
921	3247	274
922	3251	271
923	3254	267
924	3258	264
925	3262	260
926	3267	257
927	3271	253
928	3274	250
929	3278	246
930	3281	243
931	3285	239
932	3288	236
933	3292	232
934	3296	229
935	3300	225
936	3304	222
937	3307	218
938	3311	215
939	3314	211
940	3318	208
941	3321	204
942	3325	200
943	3328	197
944	3332	193
945	3335	190
946	3338	186
947	3342	183
948	3345	179
949	3349	176
950	3353	172
951	3356	169
952	3359	165
953	3363	162
954	3366	158
955	3369	155
956	3372	151
957	3376	148
958	3379	144
959	3383	140
960	3386	137
961	3390	133
962	3394	130
963	3397	126
964	3401	123
965	3405	119
966	3409	116
967	3412	112
968	3415	109
969	3418	105
970	3422	102
971	3425	98
972	3429	95
973	3432	91
974	3436	88
975	3439	84
976	3442	81
977	3446	77
978	3451	74
979	3454	70
980	3457	66
981	3461	63
982	3465	59
983	3468	56
984	3472	52
985	3475	49
986	3478	45
987	3482	42
988	3486	38
989	3490	35
990	3493	31
991	3496	28
992	3500	24
993	3505	21
994	3508	17
995	3512	14
996	3516	10
997	3519	7
998	3523	3
999	3526	0
